"Mouse_ID","Transect","Code","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI","location","OPG"
"SK_3134","HZ_BR","HENN7","M",13.8517,52.5142,2015,"d","m","m","m","d","d","d","m","94","95","100/125","100/120","90/100","80/100","dd","mm","dm","dm","dm","dm","HI 14",0.5,"Germany","Torfhaus","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0188,0.0848,0.0871,0.086,0.0258,0.1391,NA,NA,NA,NA,NA,NA,NA,"A",14,0,0,0,NA,NA,"m",NA,NA,1262,NA,NA,NA,NA,NA,15.75,80.4,"76.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,0,NA,NA,0.628409267569104,"13.8517 52.5142",0
"SK_3135","HZ_BR","SCHIFF29","M",14.0569,52.8092,2015,"d","m","m","m","m","m","m","m","100","95","125","120","70","100","mm","mm","mm","mm","mm","dd","HI 14",0.85,"Germany","Schiffmühle 29","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0298,0.0496,0.0559,0.0528,0.0183,0.1296,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,"m",NA,NA,4341,NA,NA,14.0569444444,52.8091666667,NA,16.99,78.7,"75.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.648844817324321,"14.0569 52.8092",0
"SK_3136","HZ_BR","MADL11","F",14.3106,52.3789,2015,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm","HI 13",0.88,"Germany","Madlitz 11","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0223,NA,NA,NA,NA,NA,NA,0.0042,"B-",NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,2672,NA,NA,14.3105555556,52.3788888889,NA,17.33,86,"81.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.640371958901064,"14.3106 52.3789",0
"SK_3138","HZ_BR","ORTB7","M",13.7586,53.1406,2015,"d","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.894736842,"Germany","Ort Berkenlatten 7","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0348,0.0753,0.0788,0.0771,0.021,0.136,NA,NA,NA,NA,NA,NA,NA,"A",0,0,1,0,NA,NA,"m",NA,NA,3599,NA,NA,13.759,53.1405555556,NA,15.88,77,"77.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,0.636552558709921,"13.7586 53.1406",0
"SK_3140","HZ_BR","ORTB7","F",13.7586,53.1406,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm","HI 13",0.88,"Germany","Ort Berkenlatten 7","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0459,NA,NA,NA,NA,NA,NA,0.0092,"B-",NA,NA,NA,NA,"A",9,0,0,0,NA,NA,NA,NA,NA,3604,NA,NA,13.759,53.1405555556,NA,14.86,78,"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,NA,NA,0.619429286335892,"13.7586 53.1406",0
"SK_3142","HZ_BR","HAMMEL","M",13.4286,53.0689,2015,"d","m","m","m","m","d","m","m","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm","HI 14",0.85,"Germany","Hammelspring 6","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0261,0.0598,0.0602,0.06,0.0187,0.0995,NA,NA,NA,NA,NA,NA,NA,"A",0,0,57,0,NA,NA,"m",NA,NA,1203,NA,NA,13.429,53.0688888889,NA,17.65,85.8,"81.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,57,NA,NA,0.644816605497847,"13.4286 53.0689",0
"SK_3144","HZ_BR","HAMMEL","F",13.4286,53.0689,2015,"d",NA,"mm","mm","mm","dd","mm","dm","100","95","100","120","90","80","mm","mm","dd","mm","mm","mm","HI 13",0.76,"Germany","Hammelspring 6","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0405,NA,NA,NA,NA,NA,NA,0.0106,"B-",NA,NA,NA,NA,"A",0,0,75,0,NA,NA,NA,NA,NA,1205,NA,NA,13.429,53.0688888889,NA,17.25,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,75,NA,NA,0.647502864333917,"13.4286 53.0689",0
"SK_3146","HZ_BR","NEUM39","M",14.1611,52.7408,2015,"d","m","m","m","m","m","m","m","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm","HI 14",0.85,"Germany","Neumädewitz 39","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0208,0.0538,0.0505,0.0522,0.0101,0.0145,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,"m",NA,NA,3249,NA,NA,14.161,52.7408333333,NA,12.4,70.2,"62.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.592211291198572,"14.1611 52.7408",0
"SK_3148","HZ_BR","PAPP1","F",13.6506,53.2108,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","155","120","100","80","mm","mm","mm","mm","dd","mm","HI 13",0.8,"Germany","Pappelwerder 1","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0223,NA,NA,NA,NA,NA,NA,0.0063,"B-",NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,3639,NA,NA,13.651,53.2108333333,NA,13.42,77.3,"77.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.597269761410594,"13.6506 53.2108",0
"SK_3150","HZ_BR","ZEHL1","F",13.3994,52.7969,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany","Zehlendorf 1","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0296,NA,NA,NA,NA,NA,NA,0.0082,"B-",NA,NA,NA,NA,"A",8,107,0,0,NA,NA,NA,NA,NA,5308,NA,NA,13.399,52.7969444444,NA,13.94,72.4,"83.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,115,0,NA,NA,0.615281521048314,"13.3994 52.7969",2451
"SK_3151","HZ_BR","LIEB38","M",13.4636,52.9156,2015,"d","d","d","d","d","d","d","d","94","95/100","100","100","90/100","100","dd","dm","dd","dd","dm","dd","HI 14",0.1,"Germany","Liebenthal","SK",NA,"10/9/15","1M","Dissection",NA,"10/10/15",1,NA,NA,NA,0.0243,0.084,0.0853,0.0847,0.0296,0.1655,NA,NA,NA,NA,NA,NA,NA,"A",0,25,0,0,NA,NA,"d",NA,NA,2448,NA,NA,13.464,52.9155555556,NA,15.18,76.4,"87.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,0,NA,NA,0.627303880702408,"13.4636 52.9156",108108
"SK_3152","HZ_BR","NEULO9","F",13.1972,52.9008,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94/100","95","125","100/120","100","80","dm","mm","mm","dm","dd","mm","HI 13",0.32,"Germany","Neulöwenberg","SK",NA,"10/9/15","1F","Dissection",NA,"10/10/15",1,NA,NA,NA,0.0259,NA,NA,NA,NA,NA,NA,0.0045,"B-",NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,3246,NA,NA,13.197,52.9008333333,NA,13.48,73.7,"83.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.604931491200646,"13.1972 52.9008",0
"SK_3154","HZ_BR","SCHORF16","M",13.5472,52.9217,2015,"d","d","d","d","d","d","d","d","94","100","100","120","100","100","dd","dd","dd","mm","dd","dd","HI 14",0.1,"Germany","Schorfheide 16","SK",NA,"10/9/15","1M","Dissection",NA,"10/10/15",1,NA,NA,NA,0.0437,0.081,0.0836,0.0823,0.0241,0.1205,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,"d",NA,NA,4355,NA,NA,13.544,52.9227777778,NA,19.37,81.8,"75.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.672919826225685,"13.5472 52.9217",0
"SK_3156","HZ_BR","SCHORF16","F",13.5472,52.9217,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","120","100","80","dd","dd","dd","mm","dd","mm","HI 13",0.16,"Germany","Schorfheide 16","SK",NA,"10/9/15","1F","Dissection",NA,"10/10/15",1,NA,NA,NA,0.0417,NA,NA,NA,NA,NA,NA,0.006,"B -",NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,4358,NA,NA,13.544,52.9227777778,NA,16.42,76.4,"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.645413116268803,"13.5472 52.9217",0
"SK_3159","HZ_BR","HOHST1","M",13.9858,52.5689,2015,"d","m","m","m","m","m","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm","HI 14",0.9,"Germany","Hohenstein 1","SK",NA,"10/9/15","1M","Dissection",NA,"10/10/15",1,NA,NA,NA,0.0186,0.0672,0.0664,0.0668,0.0164,0.0786,NA,NA,NA,NA,NA,NA,NA,"A",15,0,0,0,NA,NA,"m",NA,NA,1349,NA,NA,13.986,52.5688888889,NA,13.7,77.9,"72.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,NA,NA,0.600950598438098,"13.9858 52.5689",0
"SK_3160","HZ_BR","NEUM39","F",14.1611,52.7408,2015,"d",NA,"mm","mm","mm","mm","dm","mm","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm","HI 13",0.92,"Germany","Neumädewitz 39","SK",NA,"10/9/15","1F","Dissection",NA,"10/10/15",1,NA,NA,NA,0.0208,NA,NA,NA,NA,NA,NA,NA,"B+",NA,NA,NA,NA,"A",0,4,0,0,NA,NA,NA,NA,NA,3250,NA,NA,14.161,52.7408333333,NA,12.26,76.3,"70.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,NA,0.578207852400639,"14.1611 52.7408",0
"SK_3171","HZ_BR","LIEB38","F",13.4636,52.9156,2015,"d",NA,"dd","dm","dd","dd","dd","dd","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd","HI 13",0.08,"Germany","Liebenthal","SK",NA,"10/10/15","1F","Dissection",NA,"10/11/15",1,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,0.0023,"B-",NA,NA,NA,NA,"A",0,25,0,0,NA,NA,NA,NA,NA,2451,NA,NA,13.464,52.9155555556,NA,9.92,62.3,"73.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,0,NA,NA,0.555318088637816,"13.4636 52.9156",1366
"SK_3173","HZ_BR","DENS12","M",13.3775,53.145,2015,"d","m",NA,"m",NA,"d",NA,"m","100","100","125","120","100","100","mm","dd","mm","mm","dd","dd","HI 11",0.529411765,"Germany","Densow 12","SK",NA,"10/10/15","1M","Dissection",NA,"10/11/15",1,NA,NA,NA,0.042,0.0738,0.0728,0.0733,0.0195,0.0762,NA,NA,NA,NA,NA,NA,NA,"A",5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,13.378,53.145,NA,17.12,78.9,"73.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,NA,0.650212805412921,"13.3775 53.145",0
"SK_3176","HZ_BR","GOTTES","F",14.1833,52.6378,2015,"d",NA,"mm","mm","mm","mm","mm","mm","94","95","125","120","70/100","80","dd","mm","mm","mm","dm","mm","HI 13",0.84,"Germany","Gottesgabe 1","SK",NA,"10/10/15","1F","Dissection",NA,"10/11/15",1,NA,NA,NA,0.0381,NA,NA,NA,NA,NA,NA,0.0096,"B-",NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,1141,NA,NA,14.183,52.6377777778,NA,15.81,81.3,"74.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.627683264910001,"14.1833 52.6378",0
"SK_3178","HZ_BR","STEG1","M",13.8433,53.1267,2015,"m","m","m","m","m","d","m","m","100","95/100","125","120","90","80","mm","dm","mm","mm","mm","mm","HI 14",0.9,"Germany","Stegelitz 1","SK",NA,"10/11/15","1M","Dissection",NA,"10/12/15",1,NA,NA,NA,0.0355,0.0707,0.0705,0.0706,0.0194,0.1366,NA,NA,NA,NA,NA,NA,NA,"A",30,0,0,0,NA,NA,"m",NA,NA,4491,NA,NA,13.843,53.1266666667,NA,16.23,83,"73.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0.630677055110194,"13.8433 53.1267",0
"SK_3179","HZ_BR","STERNF2","M",13.9703,53.0039,2015,"d","m","m","m","d","d","m","m","100","95","100/125","100","100","80","mm","mm","dm","dd","dd","mm","HI 14",0.6,"Germany","Sternfelde 2","SK",NA,"10/11/15","1M","Dissection",NA,"10/12/15",1,NA,NA,NA,0.0303,0.0657,0.072,0.0689,0.0203,0.1802,NA,NA,NA,NA,NA,NA,NA,"A",0,27,0,0,NA,NA,"m",NA,NA,4508,NA,NA,13.97,53.0038888889,NA,17.1,79.5,"70.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,0,NA,NA,0.648819952628765,"13.9703 53.0039",0
"SK_3180","HZ_BR","STERNF2","F",13.9703,53.0039,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","100","90/100","80","mm","mm","mm","dd","dm","mm","HI 13",0.76,"Germany","Sternfelde 2","SK",NA,"10/11/15","1F","Dissection",NA,"10/12/15",1,NA,NA,NA,0.0285,NA,NA,NA,NA,NA,NA,0.0126,"B-",NA,NA,NA,NA,"A",0,44,0,0,NA,NA,NA,NA,NA,4511,NA,NA,13.97,53.0038888889,NA,22.6,88.6,"76.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,0,NA,NA,0.695329665871904,"13.9703 53.0039",0
"SK_3181","HZ_BR","DOBB8","M",14.0356,53.0203,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm","HI 14",0.85,"Germany","Dobberzin 8","SK",NA,"10/11/15","1M","Dissection",NA,"10/12/15",1,NA,NA,NA,0.076,0.0192,0.0204,0.0198,0.0108,0.1219,NA,NA,NA,NA,NA,NA,NA,"A",10,2,0,0,NA,NA,"m",NA,NA,780,NA,NA,14.036,53.0202777778,NA,16.79,73.3,"61.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,NA,NA,0.656827025621328,"14.0356 53.0203",0
"SK_3183","HZ_BR","BRITZ2","M",13.8119,52.8875,2015,"d","m","m","m","m","d","m","m","100","95","125","100/120","90/100","100","mm","mm","mm","dm","dm","dd","HI 14",0.7,"Germany","Britz 2","SK",NA,"10/11/15","1M","Dissection",NA,"10/12/15",1,NA,NA,NA,0.0172,0.0687,0.0715,0.0701,0.0189,0.0832,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,"m",NA,NA,265,NA,NA,13.812,52.8875,NA,14.34,80.8,"74.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.606344900274745,"13.8119 52.8875",0
"SK_3184","HZ_BR","LINDE53","M",13.1278,52.8925,2015,"d","d","d","d","d","d","d","d","94/100","100","100","100/120","100","80","dm","dd","dd","dm","dd","mm","HI 14",0.2,"Germany","Linde 53","SK",NA,"10/11/15","1M","Dissection",NA,"10/12/15",1,NA,NA,NA,0.0248,0.0681,0.0691,0.0686,0.0137,0.0413,NA,NA,NA,NA,NA,NA,NA,"A",0,4,0,0,NA,NA,"d",NA,NA,2454,NA,NA,13.128,52.8925,NA,13.88,78.2,"75.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,NA,0.603415059803942,"13.1278 52.8925",74405
"SK_3187","HZ_BR","ERKNKI","M",13.7581,52.3989,2015,"d","d","m","d","d","d","d","d","94","100","125","100","100","100","dd","dd","mm","dd","dd","dd","HI 14",0.15,"Germany","Erkner Kinderbauernhof","SK",NA,"10/11/15","1M","Dissection",NA,"10/12/15",1,NA,NA,NA,0.0368,0.0722,0.076,0.0741,0.0254,0.2292,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,"d",NA,NA,1034,NA,NA,13.7577777778,52.3991666667,NA,21.82,86.8,"91.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.690658304305068,"13.7581 52.3989",0
"SK_3188","HZ_BR","RUTE41","F",13.3067,53.2531,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm","HI 13",0.88,"Germany","Rutenberg 41","SK",NA,"10/11/15","1F","Dissection",NA,"10/12/15",1,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA,0.006,"B-",NA,NA,NA,NA,"A",58,0,0,0,NA,NA,NA,NA,NA,4308,NA,NA,13.3061111111,53.2536111111,NA,17.39,86,"80.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,58,0,NA,NA,0.641147880581348,"13.3067 53.2531",0
"SK_3189","HZ_BR","TRIEP30","M",13.3306,53.2903,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 14",0.9,"Germany","Triepkendorf 30","SK",NA,"10/11/15","1M","Dissection",NA,"10/12/15",1,NA,NA,NA,0.0176,0.0623,0.0665,0.0644,0.0176,0.0606,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,"m",NA,NA,4945,NA,NA,13.3305555556,53.2902777778,NA,18.02,80,"78.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.659850451227433,"13.3306 53.2903",0
